107104240	872
109957212	873
112403517	874
112727022	875
113787643	876
116565597	877
118916917	878
121166251	879
123542212	880
125165471	881
128494374	884
130909531	885
133566473	886
135415522	887
137591809	888
138080130	889
138400197	890
140842929	891
143705390	892
146202616	893
149004124	894
150289728	895
150340692	896
150668870	897
152263118	898
153674475	899
155541950	900
158023539	901
159426670	902
159511589	903
159673651	904
161341469	905
163356709	906
165622269	907
168129086	908
170019847	909
170196915	910
170662363	911
172168020	912
173946982	913
174454876	914
175075686	915
176224431	916
176325084	917
176574007	918
177959532	919
179605908	920
180286882	921
180286935	922
180389340	923
180742337	924
181483753	925
182403724	926
183211398	927
184706379	928
186183139	929
187001984	930
187067192	931
187505648	932
189183749	933
191432142	934
193434732	935
195544696	936
197890447	937
197995114	938
198593589	939
200959622	940
203396379	941
205793228	942
207958441	943
209298937	944
209349601	945
209689310	946
211525999	947
213515002	948
215487297	949
218232211	950
220723919	951
220884306	952
221282929	953
223022467	954
225077529	955
227251672	956
229747472	957
231524401	958
231728077	959
232203265	960
234540339	961
236954319	962
239322470	963
242146629	964
243833855	965
244180600	966
244987587	967
247310844	968
248756443	969
250537421	970
252095910	971
252882417	973
254646997	975
256183345	976
258362305	977
260281462	978
261829920	979
262275019	980
262519068	981
264778115	982
267193034	983
270061317	984
272447985	985
275063544	986
275106460	987
275611312	988
277881103	989
280322893	990
282906580	991
285714501	992
287806446	993
287913720	994
288357045	995
289790274	996
293036489	997
296580330	998
299712746	999
302058478	1000
302058504	1001
302630477	1002
305713861	1003
308132644	1004
311151871	1005
