34492940	25
34890423	26
35594027	29
35721140	30
36068706	31
36364994	32
36716449	33
44564932	57
44999527	58
45460147	59
46445211	61
46863374	64
47205074	65
47934508	66
48437215	67
49893382	71
50410885	72
50815511	73
53354560	78
53633325	79
54017743	80
52349816	81
52797339	82
47382010	85
40945939	93
41210439	94
42356557	99
43289324	103
43916157	107
45662844	113
47049303	116
48420220	121
48781125	122
49747250	128
52468612	135
54704996	141
57626034	148
60482632	152
61994137	156
65562591	163
69841346	172
74077848	180
74350866	184
75827705	192
78267451	198
70797166	204
72013999	205
72865740	206
74238515	207
76776831	211
79457213	212
80007590	213
81945524	214
84533564	215
85301860	218
86435764	219
87549218	220
88671524	221
89578732	222
90660188	225
91365195	226
92248087	227
93312515	228
94055054	229
94685901	232
95035941	233
95770325	235
96163658	236
96706679	239
97670654	241
98882422	243
99383204	246
100808653	248
103824173	254
107115903	260
113551646	269
116038119	275
120030092	283
123022328	288
127680365	292
131039397	297
134688359	302
149446849	323
187610869	373
207600259	400
231215700	429
235030691	432
239010666	436
240527186	437
241889880	438
242989968	439
245261206	443
246123774	444
246611705	445
247410147	446
248106331	449
250085377	451
260597824	467
268299636	479
280435442	498
295910573	514
308893565	526
311187422	528
322181411	537
352053914	572
358254626	578
363466405	583
363096597	584
364021762	585
362421512	589
362724342	590
361325343	596
361320242	598
359304227	604
357513850	610
357904363	613
358171257	621
360916932	628
365701358	634
369602591	640
370196583	642
380350848	654
387469982	660
399560866	674
411042620	687
415611916	690
419161272	694
422558671	696
424276131	697
425858399	698
426877260	699
426897198	700
428707491	702
430582082	703
432154117	704
433304660	705
433768714	706
433768772	707
433891533	708
434858683	709
436578905	710
438032302	711
439579128	712
440118889	713
440372509	714
440649397	715
442154030	716
443454950	717
445073091	718
446923178	719
447944922	720
448005684	721
448168573	722
449949358	723
451253326	724
453034651	725
455182441	726
455993783	727
456075433	728
456321638	729
457914213	730
459585141	731
461710198	732
463388428	733
464891187	734
464891276	735
465247331	736
467148032	737
469024786	738
471138435	739
473154768	740
474890549	741
475199397	742
475467117	743
477214519	744
478348698	745
479809035	746
480816876	747
482089649	748
482155886	749
482483851	750
483431997	751
485139773	752
486446178	753
488636405	754
490611203	755
490728077	756
490748364	757
492342058	758
493927718	759
495458609	760
497002216	761
498181960	762
498558348	763
499842226	765
501483243	766
501492387	767
500797961	768
501918110	769
501918156	770
502032136	771
502621186	772
504672256	773
506167902	774
507261491	775
508496331	776
508644375	777
508770851	778
510703591	779
512638972	780
514486477	781
516319466	782
518261528	783
518943588	784
519180734	785
520750766	786
522955680	787
524635207	788
526354774	789
527223489	791
529043083	793
530981646	794
532905312	795
534325578	796
536743688	797
537258520	798
537683429	799
540036871	800
541867851	801
544239071	802
546891001	803
548668242	804
548972075	805
549248729	806
551155099	807
553109860	808
554890596	809
557239710	810
559168894	813
561244304	814
563650590	815
565736976	816
567549710	817
569145699	818
569383198	819
569494800	820
570337061	821
572051687	822
573437270	823
575312352	824
579119901	828
580518934	829
581777038	830
583318021	831
584959126	832
584959631	833
585115735	834
586444112	835
587702937	836
589623554	837
591312561	838
592623203	839
592989541	840
593105119	841
594411071	842
596175734	843
597905881	844
600049317	845
601609602	846
601705728	847
602022827	848
603970440	849
606207018	850
608526523	851
610774960	852
611489805	854
611489805	855
611489805	856
611489805	857
611489805	858
611489805	859
611489805	860
611489805	861
611489805	862
611489805	863
611489805	864
611489805	865
611489805	866
611489805	867
611489805	868
611489805	869
611489805	870
611489805	871
611489805	872
611489805	873
611489805	874
611489805	875
611489805	876
611489805	877
611489805	878
611489805	879
611489805	880
611489805	881
611489805	884
611489805	885
611489805	886
	887
	888
611489805	889
611489805	890
611489805	891
611489805	892
611489805	893
611489805	894
611489805	895
611489805	896
611489805	897
611489805	898
611489805	899
611489805	900
611489805	901
611489805	902
611489805	903
611489805	904
611489805	905
611489805	906
611489805	907
611489805	908
611489805	909
611489805	910
611489805	911
611489805	912
611489805	913
611489805	914
611489805	915
611489805	916
611489805	917
611489805	918
611489805	919
611489805	920
611489805	921
611489805	922
611489805	923
611489805	924
611489805	925
611489805	926
611489805	927
611489805	928
611489805	929
611489805	930
611489805	931
611489805	932
611489805	933
611489805	934
611489805	935
611489805	936
611489805	937
611489805	938
611489805	939
611489805	940
611489805	941
611489805	942
611489805	943
611489805	944
611489805	945
611489805	946
611489805	947
611489805	948
611489805	949
611489805	950
611489805	951
611489805	952
611489805	953
611489805	954
611489805	955
611489805	956
611489805	957
611489805	958
611489805	959
611489805	960
611489805	961
611489805	962
611489805	963
611489805	964
611489805	965
611489805	966
611489805	967
611489805	968
611489805	969
611489805	970
611489805	971
611489805	973
611489805	975
611489805	976
611489805	977
611489805	978
611489805	979
611489805	980
611489805	981
611489805	982
611489805	983
611489805	984
611489805	985
611489805	986
611489805	987
611489805	988
611489805	989
611489805	990
611489805	991
611489805	992
611489805	993
611489805	994
611489805	995
611489805	996
611489805	997
611489805	998
611489805	999
611489805	1000
611489805	1001
611489805	1002
611489805	1003
611489805	1004
611489805	1005
